         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 asyncio.py:41(BaseAsyncIOLoop)
        1    0.000    0.000    0.000    0.000 kernelspec.py:27(KernelSpec)
        1    0.000    0.000    0.007    0.007 jit.py:8(<module>)
        1    0.000    0.000    0.000    0.000 debugger.py:195(Pdb)
        1    0.000    0.000    0.001    0.001 profiledir.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:556(_get_xdg_config_dir)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
       24    0.000    0.000    0.001    0.000 __init__.py:2108(safe_listdir)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 husl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:1(<module>)
        5    0.000    0.000    0.001    0.000 typing.py:1670(__new__)
        9    0.000    0.000    0.006    0.001 platform.py:884(system)
        1    0.000    0.000    0.000    0.000 patches.py:1175(Arrow)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
       31    0.000    0.000    0.000    0.000 traitlets.py:938(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 value.py:44(CompiledValue)
        1    0.000    0.000    0.003    0.003 pylab.py:37(PylabMagics)
        2    0.000    0.000    0.000    0.000 triads.py:12(<module>)
        1    0.000    0.000    0.001    0.001 widget_controller.py:4(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.001    0.001 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 classes.py:56(BaseName)
        1    0.000    0.000    0.001    0.001 connected.py:12(<module>)
        1    0.000    0.000    0.000    0.000 widget_output.py:23(Output)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        9    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.002    0.002 release.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        9    0.000    0.000    0.000    0.000 traitlets.py:2451(class_init)
       36    0.000    0.000    0.000    0.000 argparse.py:278(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:785(TextFileReader)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 astar.py:11(<module>)
       27    0.000    0.000    0.000    0.000 gexf.py:232(<genexpr>)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        2    0.000    0.000    0.002    0.001 qt_compat.py:93(_setup_pyqt4_internal)
        1    0.000    0.000    0.000    0.000 _future.py:115(_AsyncSocket)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widget_upload.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:676(ContourSet)
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        1    0.000    0.000    0.001    0.001 adjlist.py:2(<module>)
       35    0.000    0.000    0.000    0.000 wesanderson.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 kernelspec.py:114(KernelSpecManager)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 backend_agg.py:364(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        1    0.000    0.000    0.000    0.000 __init__.py:3528(Text)
        1    0.000    0.000    0.000    0.000 dtypes.py:609(DatetimeTZDtype)
        1    0.000    0.000    0.001    0.001 widget_button.py:4(<module>)
        1    0.000    0.000    0.000    0.000 widget_float.py:181(FloatLogSlider)
        1    0.000    0.000    0.003    0.003 ElementPath.py:59(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
       29    0.000    0.000    0.000    0.000 skipdoctest.py:12(skip_doctest)
        1    0.000    0.000    0.000    0.000 run.py:1(<module>)
        1    0.000    0.000    0.001    0.001 jsonutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:241(Int64Index)
        9    0.000    0.000    0.001    0.000 enum.py:785(_missing_)
        1    0.000    0.000    0.000    0.000 locks.py:15(<module>)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.056    0.056 __init__.py:570(_build_master)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node_link.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:25(<module>)
        1    0.000    0.000    0.000    0.000 statistics.py:897(NormalDist)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colordata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:2(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       28    0.000    0.000    0.000    0.000 base.py:206(__init__)
        1    0.000    0.000    0.008    0.008 process.py:2(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       12    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contingency.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableau.py:256(_get_all_maps)
       16    0.000    0.000    0.000    0.000 accessor.py:118(delegate_names)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 degree_alg.py:11(<module>)
        1    0.000    0.000    0.004    0.004 keys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 base.py:16(Input)
       44    0.000    0.000    0.000    0.000 argparse.py:259(add_text)
       49    0.000    0.000    0.000    0.000 named_commands.py:35(register)
        1    0.000    0.000    0.000    0.000 cuts.py:2(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:198(BooleanArray)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 prefix.py:1(<module>)
        1    0.000    0.000    0.005    0.005 uarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 application.py:1056(_CombinedRegistry)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
       57    0.000    0.000    0.000    0.000 config.py:729(wrap)
        5    0.000    0.000    0.000    0.000 traitlets.py:792(observe_compat)
        1    0.000    0.000    0.000    0.000 extensions.py:22(ExtensionManager)
        1    0.000    0.000    0.000    0.000 client.py:61(BlockingKernelClient)
        1    0.000    0.000    0.000    0.000 frequencies.py:300(_FrequencyInferer)
        6    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
       18    0.000    0.000    0.000    0.000 codata.py:1570(value)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        7    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.offsets.apply_index_wraps}
        1    0.000    0.000    0.000    0.000 widget_button.py:28(Button)
        1    0.000    0.000    0.000    0.000 widget_int.py:153(IntSlider)
        1    0.000    0.000    0.003    0.003 backend_qt5.py:1(<module>)
       13    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 widget_float.py:142(FloatSlider)
        1    0.000    0.000    0.000    0.000 colorbar.py:313(_ColorbarMappableDummy)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       24    0.000    0.000    0.000    0.000 patches.py:1793(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
       15    0.000    0.000    0.000    0.000 dtypes.py:64(register)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 config.py:800(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 rbf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        7    0.000    0.000    0.000    0.000 client.py:23(reqrep)
       10    0.000    0.000    0.000    0.000 rcsetup.py:269(_make_nseq_validator)
        1    0.000    0.000    0.000    0.000 margins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:451(TableFormatter)
        1    0.000    0.000    0.000    0.000 common.py:46(WindowGroupByMixin)
        1    0.000    0.000    0.001    0.001 leda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:349(BinOp)
        1    0.000    0.000    0.008    0.008 arc_generators.py:133(allocate_predecessors_to_nodes)
       48    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 reshape.py:39(_Unstacker)
        6    0.000    0.000    0.000    0.000 datetimelike.py:53(_datetimelike_array_cmp)
        1    0.000    0.000    0.000    0.000 all.py:1(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        3    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4680(stopOn)
        1    0.000    0.000    0.000    0.000 offsets.py:1536(Week)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 matfuncs.py:342(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 packaging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storemagic.py:2(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relational.py:22(_RelationalPlotter)
        6    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4763(srange)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
       22    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 tzfile.py:2(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:734(_newname)
       30    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 widget_int.py:179(IntProgress)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:628(Shadow)
        1    0.000    0.000    0.001    0.001 graphviews.py:11(<module>)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 launcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:104(TextArea)
        7    0.000    0.000    0.000    0.000 client.py:21(reqrep)
        1    0.000    0.000    0.001    0.001 projection.py:11(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_pack_uint32)
        1    0.000    0.000    0.000    0.000 typeahead.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:9(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        2    0.000    0.000    0.000    0.000 doccer.py:159(_doc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        9    0.000    0.000    0.000    0.000 std.py:145(__init__)
       11    0.000    0.000    0.000    0.000 loader.py:252(__getitem__)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:698(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 cm.py:141(ScalarMappable)
        1    0.000    0.000    0.000    0.000 toolbars.py:210(SearchToolbar)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 matching.py:21(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:9(<module>)
