         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-673>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-562>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:8(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-583>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-481>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(_random_state)
        1    0.000    0.000    0.000    0.000 patches.py:2060(RArrow)
        1    0.000    0.000    0.000    0.000 <decorator-gen-646>:1(<module>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4764(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-650>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-488>:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:850(ProfilingRegexLexer)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 <decorator-gen-456>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-543>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-549>:1(<module>)
        1    0.000    0.000    0.000    0.000 instance.py:425(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 offsets.py:500(_CustomMixin)
        1    0.000    0.000    0.000    0.000 radau.py:539(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 <decorator-gen-626>:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 <decorator-gen-573>:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 iterable.py:623(Slice)
        1    0.000    0.000    0.000    0.000 <decorator-gen-685>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-460>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-242>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-117>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:368(BaseTypingValueWithGenerics)
        1    0.000    0.000    0.000    0.000 stub_value.py:56(StubModuleContext)
        1    0.000    0.000    0.000    0.000 filedialog.py:296(_Dialog)
        1    0.000    0.000    0.000    0.000 quadpack.py:19(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-541>:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:79(_ABCGeneric)
        1    0.000    0.000    0.000    0.000 _animation_data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 display.py:321(VimeoVideo)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 <decorator-gen-653>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-649>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-616>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-768>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-648>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-542>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-476>:1(<module>)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:42(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 <decorator-gen-639>:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-237>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-121>:1(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:127(Compile)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 context.py:278(SpawnProcess)
        1    0.000    0.000    0.000    0.000 <decorator-gen-511>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-517>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-213>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2395(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-688>:1(<module>)
        1    0.000    0.000    0.000    0.000 _compatibility.py:454(GeneralizedPopen)
        1    0.000    0.000    0.000    0.000 traitlets.py:2147(CaselessStrEnum)
        1    0.000    0.000    0.000    0.000 traitlets.py:754(MetaHasTraits)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 patches.py:2344(Roundtooth)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.000    0.000 <decorator-gen-411>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 patches.py:2998(Bar)
        1    0.000    0.000    0.000    0.000 pytables.py:355(JointConditionBinOp)
        2    0.000    0.000    0.000    0.000 recursion.py:78(execution_recursion_decorator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-601>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-500>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3071(RequirementParseError)
        1    0.000    0.000    0.000    0.000 bdf.py:445(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 <decorator-gen-402>:1(<module>)
        1    0.000    0.000    0.000    0.000 stdlib.py:344(ClassMethodObject)
        1    0.000    0.000    0.000    0.000 offsets.py:2007(BYearEnd)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 scale.py:479(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 triangulation.py:507(Cell)
        1    0.000    0.000    0.000    0.000 <decorator-gen-633>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-411>:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1253(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 code.py:167(InteractivelyDefined)
        1    0.000    0.000    0.000    0.000 rk.py:527(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 rcmod.py:500(_PlottingContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 sortedset.py:306(__len__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-594>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-568>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-507>:1(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:754(ImageMagickFileWriter)
        1    0.000    0.000    0.000    0.000 stub_value.py:84(StubFilter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6809(Katakana)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1060(_VersionAction)
        1    0.000    0.000    0.000    0.000 <decorator-gen-586>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-330>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3413(ShowBase)
        1    0.000    0.000    0.000    0.000 nanops.py:82(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 streamplot.py:234(StreamplotSet)
        1    0.000    0.000    0.000    0.000 <decorator-gen-672>:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:413(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 core.py:1131(_DomainedBinaryOperation)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 <decorator-gen-630>:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:484(HPacker)
        1    0.000    0.000    0.000    0.000 patches.py:2017(LArrow)
        1    0.000    0.000    0.000    0.000 pytables.py:2458(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 <decorator-gen-471>:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-675>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-138>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_ushort)
        1    0.000    0.000    0.000    0.000 asyncio.py:319(AnyThreadEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 base.py:71(_AnnotatedClassContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-660>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-127>:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1256(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 <decorator-gen-684>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-770>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3335(Curve)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 displayhook.py:314(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 <decorator-gen-599>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-231>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-21>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 widgets.py:2703(Lasso)
        1    0.000    0.000    0.000    0.000 <decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 statistics.py:117(StatisticsError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-566>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        1    0.000    0.000    0.000    0.000 <decorator-gen-750>:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:270(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:192(MultiGraphMatcher)
        1    0.000    0.000    0.000    0.000 tree.py:1064(ExprStmt)
        1    0.000    0.000    0.000    0.000 __init__.py:137(_automodule)
        1    0.000    0.000    0.000    0.000 <decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:946(SMTPHandler)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 __init__.py:30(Poller)
        1    0.000    0.000    0.000    0.000 __init__.py:1911(YView)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 <decorator-gen-618>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(InternalError)
        1    0.000    0.000    0.000    0.000 __init__.py:3392(Menubutton)
        1    0.000    0.000    0.000    0.000 <decorator-gen-520>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-816>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-305>:1(<module>)
        1    0.000    0.000    0.000    0.000 excolors.py:168(Deprec)
        1    0.000    0.000    0.000    0.000 <decorator-gen-595>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1130(__init__)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:445(BackgroundJobExpr)
        1    0.000    0.000    0.000    0.000 base_value.py:323(TreeValue)
        1    0.000    0.000    0.000    0.000 <decorator-gen-597>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:249(TypedLeaf)
        1    0.000    0.000    0.000    0.000 request.py:1385(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 processors.py:442(DisplayMultipleCursors)
        1    0.000    0.000    0.000    0.000 polar.py:446(_ThetaShift)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 <decorator-gen-368>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-62>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3292(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-813>:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:217(FormatterWarning)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 handlers.py:650(DatagramHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6781(Greek)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:803(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 <decorator-gen-674>:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1235(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:174(c_ulong)
        1    0.000    0.000    0.000    0.000 stub_value.py:63(TypingModuleWrapper)
        1    0.000    0.000    0.000    0.000 style.py:171(Style)
        1    0.000    0.000    0.000    0.000 <decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:142(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 lexer.py:37(LexerMeta)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-644>:1(<module>)
        1    0.000    0.000    0.000    0.000 names.py:546(ParamNameWrapper)
        1    0.000    0.000    0.000    0.000 tree.py:824(Import)
        1    0.000    0.000    0.000    0.000 <decorator-gen-724>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 channels.py:27(InvalidPortNumber)
        1    0.000    0.000    0.000    0.000 __init__.py:170(c_long)
        1    0.000    0.000    0.000    0.000 filters.py:247(_BuiltinMappedMethod)
        1    0.000    0.000    0.000    0.000 display.py:1003(Javascript)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 legend_handler.py:647(HandlerTuple)
        1    0.000    0.000    0.000    0.000 sql.py:1030(PandasSQL)
        1    0.000    0.000    0.000    0.000 <decorator-gen-70>:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:174(FunctionNameInClass)
        1    0.000    0.000    0.000    0.000 exception.py:125(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 __init__.py:3102(Frame)
        1    0.000    0.000    0.000    0.000 base.py:88(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1611(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 patches.py:3344(CurveA)
        1    0.000    0.000    0.000    0.000 <decorator-gen-532>:1(<module>)
        1    0.000    0.000    0.000    0.000 generator.py:50(DFAPlan)
        1    0.000    0.000    0.000    0.000 mathtext.py:1290(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1139(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 <decorator-gen-487>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-683>:1(<module>)
        1    0.000    0.000    0.000    0.000 value.py:426(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 <decorator-gen-198>:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:442(Breakable)
        1    0.000    0.000    0.000    0.000 <decorator-gen-261>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_void_p)
        2    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        1    0.000    0.000    0.000    0.000 instance.py:39(AnonymousMethodExecutionFilter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-677>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-502>:1(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 <decorator-gen-780>:1(<module>)
        1    0.000    0.000    0.000    0.000 mixed.py:132(MixedObjectFilter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-106>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 sql.py:25(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 <decorator-gen-321>:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 <decorator-gen-164>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 _compatibility.py:50(DummyFile)
        1    0.000    0.000    0.000    0.000 units.py:54(ConversionError)
        1    0.000    0.000    0.000    0.000 lsoda.py:175(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 <decorator-gen-622>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-710>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-518>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1949(VCentered)
        1    0.000    0.000    0.000    0.000 report.py:43(SQPReport)
        1    0.000    0.000    0.000    0.000 <decorator-gen-36>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2982(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-355>:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 filters.py:54(show_nodes)
        1    0.000    0.000    0.000    0.000 backend_tools.py:536(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1172(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:175(Unpickler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-345>:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:275(innernode)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ZMQEventLoop)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        1    0.000    0.000    0.000    0.000 __init__.py:3932(_setit)
        1    0.000    0.000    0.000    0.000 container.py:46(BarContainer)
        1    0.000    0.000    0.000    0.000 mathtext.py:350(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-250>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2104(Bool)
        1    0.000    0.000    0.000    0.000 config.py:73(OptionError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-516>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:600(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 webbrowser.py:284(Mozilla)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 __init__.py:248(c_bool)
        1    0.000    0.000    0.000    0.000 <decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:84(ContextTerminated)
        1    0.000    0.000    0.000    0.000 <decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-178>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-772>:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1382(Notation)
        1    0.000    0.000    0.000    0.000 <decorator-gen-725>:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:665(GenericBroyden)
        1    0.000    0.000    0.000    0.000 <decorator-gen-243>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:232(c_char)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 chordal.py:30(NetworkXTreewidthBoundExceeded)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:46(_NoStyle)
        1    0.000    0.000    0.000    0.000 names.py:258(ValueName)
        1    0.000    0.000    0.000    0.000 data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:813(_RangeFunc)
        1    0.000    0.000    0.000    0.000 geo.py:262(AitoffTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:25(UnknownBackend)
        1    0.000    0.000    0.000    0.000 polar.py:159(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 ordered.py:72(OrderedMultiDiGraph)
        1    0.000    0.000    0.000    0.000 webbrowser.py:294(Netscape)
        1    0.000    0.000    0.000    0.000 indexing.py:85(IndexingError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        4    0.000    0.000    0.000    0.000 __init__.py:2006(find_nothing)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
        1    0.000    0.000    0.000    0.000 <decorator-gen-173>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1916(PathMetadata)
        1    0.000    0.000    0.000    0.000 cache.py:46(signature_time_cache)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1224(DrawEvent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4795(_NullToken)
        1    0.000    0.000    0.000    0.000 argparse.py:896(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 dtypes.py:156(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-372>:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1689(SecondLocator)
        1    0.000    0.000    0.000    0.000 toolbars.py:331(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 pathlib.py:998(PurePosixPath)
        2    0.000    0.000    0.000    0.000 recursion.py:79(decorator)
        1    0.000    0.000    0.000    0.000 tree.py:72(DocstringMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-727>:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:465(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:513(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 <decorator-gen-431>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 dates.py:1649(HourLocator)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 mathtext.py:1299(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 <decorator-gen-129>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:689(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 <decorator-gen-124>:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:87(MultiAdjacencyView)
        1    0.000    0.000    0.000    0.000 __init__.py:1731(RootLogger)
        1    0.000    0.000    0.000    0.000 webbrowser.py:158(GenericBrowser)
        1    0.000    0.000    0.000    0.000 <decorator-gen-189>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 <decorator-gen-386>:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:204(DictFilter)
        1    0.000    0.000    0.000    0.000 tree.py:1011(AssertStmt)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-271>:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:676(LexerContext)
        1    0.000    0.000    0.000    0.000 lazy_value.py:30(LazyUnknownValue)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 style_transformation.py:86(ReverseStyleTransformation)
        1    0.000    0.000    0.000    0.000 patches.py:2697(SimpleEvent)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:866(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-422>:1(<module>)
        1    0.000    0.000    0.000    0.000 stdlib.py:615(DataclassSignature)
        1    0.000    0.000    0.000    0.000 __init__.py:242(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-423>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:927(ValidateHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 __init__.py:121(PEP440Warning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-53>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 <decorator-gen-241>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:227(c_byte)
        1    0.000    0.000    0.000    0.000 pydoc.py:2123(ModuleScanner)
        1    0.000    0.000    0.000    0.000 <decorator-gen-341>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-819>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-809>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:379(NewTypeFunction)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1200(Event)
        1    0.000    0.000    0.000    0.000 <decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-233>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-171>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 filedialog.py:324(Open)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 coreviews.py:349(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 generics.py:26(_AbstractGenericManager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-711>:1(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:1124(HTTPHandler)
        1    0.000    0.000    0.000    0.000 errors.py:636(_StarExprRule)
        1    0.000    0.000    0.000    0.000 <decorator-gen-729>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-323>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-123>:1(<module>)
